Search terms report
"January 17, 2024 - February 15, 2024"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Impr.,Interactions,Clicks,Currency code,Cost,Conversions,Campaign type
goodleap solar panels reviews,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,solar reviews,1,0,0,USD,0.00,0.00,Search
solar austin,Exact match,Added,G_S_NB_Generic_TX,TX - Austin,[solar austin],11,2,2,USD,27.57,0.00,Search
panels solar,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,[buy solar panels],1,0,0,USD,0.00,0.00,Search
how many solar panels do i need for a 1200 sq ft house,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""how to get solar panels""",1,0,0,USD,0.00,0.00,Search
solar panels round rock,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels in my area""",1,0,0,USD,0.00,0.00,Search
solar panels prices,Exact match,Added,G_S_NB_Generic_TX,Solar Cost,[solar panels prices],6,0,0,USD,0.00,0.00,Search
solar panels system for home,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,[solar programs for homeowners],1,0,0,USD,0.00,0.00,Search
how to claim tax credit for solar panels,Exact match,Added,G_S_NB_Generic_TX,Solar Incentives/Credits,[how to claim tax credit for solar panels],4,0,0,USD,0.00,0.00,Search
q cells solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Companies,"""solar company""",1,0,0,USD,0.00,0.00,Search
solterian solar,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
solar fort worth,Phrase match (close variant),None,G_S_NB_Generic_TX,Texas,solar panels in texas,2,0,0,USD,0.00,0.00,Search
how does solar tax credit work if i get a refund,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""tax credit solar panels""",1,0,0,USD,0.00,0.00,Search
infinity solar usa reviews,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel reviews""",1,0,0,USD,0.00,0.00,Search
gvec solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",16,0,0,USD,0.00,0.00,Search
1500 kwh solar system cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar energy""",1,0,0,USD,0.00,0.00,Search
cost of a solar panel,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
how to calculate payback period for solar system,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,[solar payback calculator],1,0,0,USD,0.00,0.00,Search
solar wholesale cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""buy solar""",1,0,0,USD,0.00,0.00,Search
buy solar panels direct from manufacturer,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
how many solar panels to run a house,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,[how much solar do i need],1,0,0,USD,0.00,0.00,Search
solar calculator price,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar prices""",1,0,0,USD,0.00,0.00,Search
how much does solar save you per month,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""how much does solar save you a month""",1,0,0,USD,0.00,0.00,Search
how much to put solar panels on a house,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[how much does it cost to install solar panels],1,0,0,USD,0.00,0.00,Search
400 watt solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""the best solar panels""",1,0,0,USD,0.00,0.00,Search
solar installation houston,Phrase match (close variant),None,G_S_NB_Generic_TX,Texas,"""solar companies texas""",1,0,0,USD,0.00,0.00,Search
solar panel install texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""get solar panels""",1,0,0,USD,0.00,0.00,Search
solar panel square footage calculator,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar electric""",1,0,0,USD,0.00,0.00,Search
american sun solar,Phrase match (close variant),None,G_S_NB_Generic_TX,Home/Residential Solar,"""solar for home""",1,0,0,USD,0.00,0.00,Search
solar patrol reviews,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar reviews""",1,0,0,USD,0.00,0.00,Search
bboxx solar products,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Companies,"""solar panel company""",1,0,0,USD,0.00,0.00,Search
estimated cost of solar panels,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,[solar cost estimator],2,0,0,USD,0.00,0.00,Search
solar shingles texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panals""",1,0,0,USD,0.00,0.00,Search
government solar program texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel programs""",5,0,0,USD,0.00,0.00,Search
high voltage solar panels for sale,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel best""",1,0,0,USD,0.00,0.00,Search
top 10 solar companies in texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Texas,"""solar companies texas""",1,0,0,USD,0.00,0.00,Search
solar panels at walmart,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Systems,"""solar energy system""",1,0,0,USD,0.00,0.00,Search
spr m440 h ac,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""high wattage solar panels""",2,0,0,USD,0.00,0.00,Search
solar panels system cost,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
how many solar panels do i need for 1800 kwh per month,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar power solar""",1,0,0,USD,0.00,0.00,Search
dynamic solar solutions,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
companies that lease solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar oanels""",1,0,0,USD,0.00,0.00,Search
solar panels for 30kwh per day,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""price solar panels""",1,1,1,USD,5.25,0.00,Search
financing solar panels,Exact match,Added,G_S_NB_Generic_TX,Solar Leasing/Financing,[financing solar panels],5,0,0,USD,0.00,0.00,Search
is it worth going solar in texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Home/Residential Solar,"""solar for home""",1,0,0,USD,0.00,0.00,Search
eco worthy,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar power""",1,0,0,USD,0.00,0.00,Search
top solar companies in texas,Exact match (close variant),None,G_S_NB_Generic_TX,Texas,[solar companies in texas],1,0,0,USD,0.00,0.00,Search
perovskite solar cell,Phrase match,None,G_S_NB_Generic_TX,Solar Panels,"""solar cell""",6,0,0,USD,0.00,0.00,Search
solar powered generator patriot,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Systems,"""solar energy system""",1,0,0,USD,0.00,0.00,Search
what solar panels are compatible with bluetti,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar pannel""",1,0,0,USD,0.00,0.00,Search
solar buy back program texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel programs""",1,0,0,USD,0.00,0.00,Search
solar tax credit 2024,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""federal tax credit for solar""",1,0,0,USD,0.00,0.00,Search
government incentives for solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""get solar panels""",1,0,0,USD,0.00,0.00,Search
solar panel for ev charging,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels""",1,0,0,USD,0.00,0.00,Search
purchase solar panels direct,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels for sale""",1,0,0,USD,0.00,0.00,Search
how does solar rebates work,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""solar tax rebates""",1,0,0,USD,0.00,0.00,Search
qcell 410,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar power energy""",1,0,0,USD,0.00,0.00,Search
remules solar,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels brands""",1,0,0,USD,0.00,0.00,Search
2024 federal solar tax credit,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""solar tax rebates""",1,1,1,USD,7.20,1.00,Search
how much does solar power cost per kwh,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar cost calculator""",1,0,0,USD,0.00,0.00,Search
divine solar energy,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar energy""",1,1,1,USD,3.90,0.00,Search
ftci solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
how much for tesla solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""how much does it cost to install solar panels""",1,1,1,USD,9.90,0.00,Search
how many solar panels to run central air,Broad match,None,G_S_NB_Generic_TX,Solar Panels,pv solar panels,1,0,0,USD,0.00,0.00,Search
different type of solar panels,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,[types of solar panels],1,0,0,USD,0.00,0.00,Search
solar for farmhouse,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
how much does 1 solar panel cost,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
solar system installation cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""get solar""",1,0,0,USD,0.00,0.00,Search
how much are solar panels for a 2000 square foot home,Broad match,None,G_S_NB_Generic_TX,Solar Low Cost,cheapest solar system,1,0,0,USD,0.00,0.00,Search
price of tesla solar roof,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar roof tiles""",1,0,0,USD,0.00,0.00,Search
solar panels on metal roof cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar panel cost calculator""",1,0,0,USD,0.00,0.00,Search
how long does solar panels last on your roof,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""how long do solar panels last""",2,0,0,USD,0.00,0.00,Search
q peak duo xl g11 3 price,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar panels cost""",1,0,0,USD,0.00,0.00,Search
how long does a solar panel last,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""how long do solar panels last""",1,0,0,USD,0.00,0.00,Search
hyperion solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",2,0,0,USD,0.00,0.00,Search
solar discounts,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,solar savings,1,0,0,USD,0.00,0.00,Search
signature solar,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
solar panels for generator,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""get solar""",1,0,0,USD,0.00,0.00,Search
houston solar companies,Phrase match (close variant),None,G_S_NB_Generic_TX,Texas,"""solar companies texas""",2,0,0,USD,0.00,0.00,Search
txu solar plans,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel system""",1,0,0,USD,0.00,0.00,Search
how much solar for mini split,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel""",1,0,0,USD,0.00,0.00,Search
ru solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
texas solar plans,Phrase match (close variant),None,G_S_NB_Generic_TX,Texas,"""solar texas""",1,0,0,USD,0.00,0.00,Search
monocrystalline solar panel 400w,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""400w solar panels""",1,0,0,USD,0.00,0.00,Search
irs form 5695,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""tax form for solar credit""",2,0,0,USD,0.00,0.00,Search
coserv solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",2,0,0,USD,0.00,0.00,Search
solar roofing tile,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar tiles for roof""",1,0,0,USD,0.00,0.00,Search
tax credit for solar panels in texas,Phrase match,None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""tax credit for solar panels""",1,0,0,USD,0.00,0.00,Search
texas solar energy,Exact match (close variant),None,G_S_NB_Generic_TX,Texas,[texas solar],2,0,0,USD,0.00,0.00,Search
qualified solar electric property costs,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,solar power cost,1,0,0,USD,0.00,0.00,Search
qualified solar electric property costs,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar panels cost""",4,0,0,USD,0.00,0.00,Search
how long does it take for solar panels to pay themselves off,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,[solar payback],1,0,0,USD,0.00,0.00,Search
junna solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
bipv solar,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
how much solar panels cost in texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar panel cost calculator""",1,1,1,USD,12.07,0.00,Search
texas government solar program,Exact match (close variant),None,G_S_NB_Generic_TX,Texas,"""texas solar program""",1,0,0,USD,0.00,0.00,Search
zillow solar home value,Phrase match (close variant),None,G_S_NB_Generic_TX,Home/Residential Solar,"""solar for home""",1,0,0,USD,0.00,0.00,Search
how much is a solar battery backup,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panel battery price],1,0,0,USD,0.00,0.00,Search
how big does my solar system need to be,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,[how big solar system do i need],2,0,0,USD,0.00,0.00,Search
patriot solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""power solar""",1,0,0,USD,0.00,0.00,Search
solar panels with powerwall,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel best""",1,0,0,USD,0.00,0.00,Search
solar panel grants for homeowners,Exact match,Added,G_S_NB_Generic_TX,Solar Incentives/Credits,[solar panel grants for homeowners],2,0,0,USD,0.00,0.00,Search
how expensive is solar panels,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
sunrun solar reviews,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Companies,"""solar company""",1,0,0,USD,0.00,0.00,Search
community solar sales,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar powar""",2,0,0,USD,0.00,0.00,Search
how much solar rebate will i get,Phrase match,None,G_S_NB_Generic_TX,Solar Cost,"""how much solar""",1,0,0,USD,0.00,0.00,Search
solar panels on metal shingle roof,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels on roof""",1,0,0,USD,0.00,0.00,Search
solar panels austin,Exact match,Added,G_S_NB_Generic_TX,TX - Austin,[solar panels austin],19,2,2,USD,32.60,0.00,Search
encore solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
cost for solar panels for home,Exact match,Added,G_S_NB_Generic_TX,Solar Cost,[cost for solar panels for home],1,0,0,USD,0.00,0.00,Search
solar panel electricity,Exact match,Added,G_S_NB_Generic_TX,Solar Panels,[solar panel electricity],2,0,0,USD,0.00,0.00,Search
tsm deg18mc 20 ii,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar pv panels""",2,0,0,USD,0.00,0.00,Search
how expensive are solar panels,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,[solar cost estimator],3,0,0,USD,0.00,0.00,Search
how much does solar panels save on electricity,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""how much does solar save""",1,0,0,USD,0.00,0.00,Search
solar companies knoxville tn,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar electric""",1,0,0,USD,0.00,0.00,Search
legacy solar reviews,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel reviews""",1,0,0,USD,0.00,0.00,Search
how much is a solar battery,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""how much is solar""",1,0,0,USD,0.00,0.00,Search
solar panel cost per panel,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar cost estimator""",3,0,0,USD,0.00,0.00,Search
solar backup system for home,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Systems,"""solar power system""",1,0,0,USD,0.00,0.00,Search
what is the average cost of solar panels,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
solar cells for sale,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,[buy solar panel],1,1,1,USD,5.70,1.00,Search
installing solar on concrete tile roof,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Systems,"""solar energy systems""",2,0,0,USD,0.00,0.00,Search
2500 kwh per month solar system,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar system cost""",1,0,0,USD,0.00,0.00,Search
solar ppa financing,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Leasing/Financing,"""financing for solar panels""",1,0,0,USD,0.00,0.00,Search
average cost per kwh for solar power,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar cost calculator""",1,0,0,USD,0.00,0.00,Search
is it worth it to install solar panels,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,[is solar worth it],1,0,0,USD,0.00,0.00,Search
sens solar,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar energy""",1,0,0,USD,0.00,0.00,Search
best solar panels near me,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""best solar panels to buy""",1,0,0,USD,0.00,0.00,Search
best place to put solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels best""",1,0,0,USD,0.00,0.00,Search
average price of solar panels,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panel price],1,0,0,USD,0.00,0.00,Search
benefits of going solar,Broad match,None,G_S_NB_Generic_TX,Solar Calculator,is solar worth it,1,0,0,USD,0.00,0.00,Search
250kw solar panel,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solor panels""",1,0,0,USD,0.00,0.00,Search
can you claim solar tax credit twice,Exact match,Added,G_S_NB_Generic_TX,Solar Incentives/Credits,[can you claim solar tax credit twice],2,0,0,USD,0.00,0.00,Search
r u solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
low income solar program,Exact match,Added,G_S_NB_Generic_TX,Solar Low Cost,[low income solar program],1,0,0,USD,0.00,0.00,Search
almika energy,Phrase match (close variant),None,G_S_NB_Generic_TX,TX - Houston,"""solar energy companies houston""",2,0,0,USD,0.00,0.00,Search
backyard solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar energy solar panels""",1,0,0,USD,0.00,0.00,Search
is buying solar panels worth it,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""is solar worth it""",1,0,0,USD,0.00,0.00,Search
